id,university_id,club_category,name,topic,description,introduce,image_url,location
1,1,PERFORMANCE,CHIC(시크),댄스,가야대학교 간호학과 대표 댄스동아리 CHIC(시크)는 ,"가야대학교 간호학과 대표 댄스동아리 CHIC(시크)는 세련되고 멋진 동아리라는 의미로 2008년에 창단되었다 학교의 각종 행사에 참여하고 있는 동아리이며,",https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
2,1,SOCIAL_SERVICE,사계절주,봉사,2012년 가야대학교 간호학과 학생 200명을 중심으로,"2012년 가야대학교 간호학과 학생 200명을 중심으로 창단된 학과 동아리로, 2014년 총동아리로 승격된 이후 현재는 간호학과, 사회복지학과, 방사선학과, 물리치료학과,",https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
3,1,SOCIAL_SERVICE,뉴하트 동아리,봉사,2014년 10월에 창단한 뉴하트 동아리는 김해지역과 ,"2014년 10월에 창단한 뉴하트 동아리는 김해지역과 교내 재학생 대상으로 핵심기본간호술(기본인명구조술 및 제세동기 사용)역량강화와 취업활성화,",https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
4,2,PERFORMANCE,CAM,공연,공연 활동 동아리,CAM은(는) 공연 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
5,2,RELIGION,CCC,공연,공연 활동 동아리,CCC은(는) 공연 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
6,2,RELIGION,UBF,공연,공연 활동 동아리,UBF은(는) 공연 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
7,2,RELIGION,가톨릭공동체,종교,종교 활동 동아리,가톨릭공동체은(는) 종교 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
8,2,SOCIAL_SERVICE,간호대학,봉사,"가생 : 간호학과의 과동아리로, 봉사활동을 한다","가생 : 간호학과의 과동아리로, 봉사활동을 한다",https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
9,2,PERFORMANCE,고운소리,공연,공연 활동 동아리,고운소리은(는) 공연 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
10,2,PERFORMANCE,김장훈,이 과거 천하대장군 소속이었다,이 과거 천하대장군 소속이었다,이 과거 천하대장군 소속이었다,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
11,2,PERFORMANCE,누구나 가능하다,미확인,미확인 활동 동아리,누구나 가능하다은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
12,2,PERFORMANCE,다섯손가락,공연,공연 활동 동아리,다섯손가락은(는) 공연 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
13,2,PERFORMANCE,미디,공연/음악/예술 활동,"· 작곡 동아리로, 음악과 관련된 모든 창작활동이라면 ","· 작곡 동아리로, 음악과 관련된 모든 창작활동이라면 모두 환영하는 동아리이다. 랩, 작사, 멜로디, 미디, 믹싱 등에 대한 클래스를 직접 진행하고 있다",https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
14,2,PERFORMANCE,소리상자,공연,공연 활동 동아리,소리상자은(는) 공연 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
15,2,RELIGION,소속 선교회다,CAM,CAM 활동 동아리,소속 선교회다은(는) CAM 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
16,2,PERFORMANCE,아름,공연,공연 활동 동아리,아름은(는) 공연 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
17,2,RELIGION,여의도순복음교회,소속 선교회다,소속 선교회다,소속 선교회다,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
18,2,SPORTS,운동·레저,농구,잉글레이션 : 영어 공부 및 레저스포츠를 즐기는 동아리,"잉글레이션 : 영어 공부 및 레저스포츠를 즐기는 동아리로 공부와 친목을 한번에 잡을 수 있는 동아리이다 스트로크 : 배드민턴 동아리로,",https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
19,2,PERFORMANCE,음초롱,공연,공연 활동 동아리,음초롱은(는) 공연 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
20,2,PERFORMANCE,천하대장군,공연,공연 활동 동아리,천하대장군은(는) 공연 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
21,2,PERFORMANCE,파랑새,공연,공연 활동 동아리,파랑새은(는) 공연 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
22,2,PERFORMANCE,하늬바람,공연,공연 활동 동아리,하늬바람은(는) 공연 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
23,2,RELIGION,한국대학생선교회,소속 선교회다,소속 선교회다,소속 선교회다,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
24,2,PERFORMANCE,현음,공연,공연 활동 동아리,현음은(는) 공연 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
25,2,ACADEMIC,보건과학대학,과학,U.D.T : 응급구조학과의 과 동아리.,U.D.T : 응급구조학과의 과 동아리.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
26,2,EXHIBITION_CREATION,문예창작단,문예,문예 활동 동아리,문예창작단은(는) 문예 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
27,2,SPORTS,ATV,· 번지점프 · 클라이밍 ·,· 번지점프 · 클라이밍 ·,· 번지점프 · 클라이밍 ·,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
28,2,SPORTS,· 패러글라이딩 등의,익스트림 스포츠,익스트림 스포츠,익스트림 스포츠,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
29,2,ETC,글램핑,· 패러글라이딩 등의,· 패러글라이딩 등의,· 패러글라이딩 등의,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
30,2,SPORTS,빠지,게임,· 수상레저 · 스키 · 보드 · 스케이트 · 서바이벌,· 수상레저 · 스키 · 보드 · 스케이트 · 서바이벌게임 ·,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
31,2,ETC,ATLAS,미분류,미분류 활동 동아리,ATLAS은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
32,2,ETC,CONNECT,미분류,미분류 활동 동아리,CONNECT은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
33,2,ETC,E.P.U,미분류,미분류 활동 동아리,E.P.U은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
34,2,ETC,TakeOut,미분류,미분류 활동 동아리,TakeOut은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
35,2,ETC,가천WIND,미분류,미분류 활동 동아리,가천WIND은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
36,2,SPORTS,가천헬스회,미분류,미분류 활동 동아리,가천헬스회은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
37,2,ETC,낙서둥지,미분류,미분류 활동 동아리,낙서둥지은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
38,2,SPORTS,산악부,미분류,미분류 활동 동아리,산악부은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
39,2,ETC,스냅샷,미분류,미분류 활동 동아리,스냅샷은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
40,2,ETC,엔조이리스크,미분류,미분류 활동 동아리,엔조이리스크은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
41,2,ETC,인액터스,미분류,미분류 활동 동아리,인액터스은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
42,2,ETC,코드인,미분류,미분류 활동 동아리,코드인은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
43,2,ETC,타이브레이크,미분류,미분류 활동 동아리,타이브레이크은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
44,2,SOCIAL_SERVICE,KUSA,봉사,봉사 활동 동아리,KUSA은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
45,2,SOCIAL_SERVICE,실제 봉사 사례,봉사,봉사 활동 동아리,실제 봉사 사례은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
46,2,SOCIAL_SERVICE,필름하우스,봉사,봉사 활동 동아리,필름하우스은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
47,2,SOCIAL_SERVICE,학술 · 사회,사회,사회 활동 동아리,학술 · 사회은(는) 사회 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
48,2,SPORTS,검도부,무예,무예 활동 동아리,검도부은(는) 무예 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
49,2,SPORTS,스팅레이,체육,체육 활동 동아리,스팅레이은(는) 체육 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
50,2,SPORTS,헬퍼스하이,봉사,"운동재활복지학과의 과 동아리로, 장애인과 함께 특수 체","운동재활복지학과의 과 동아리로, 장애인과 함께 특수 체육을 진행한다.",https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
51,2,EXHIBITION_CREATION,전시 · 취미,문학,문학 활동 동아리,전시 · 취미은(는) 문학 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
52,2,SPORTS,경영대 기준 보드게임 동아리,축구,보동포동 축구동아리 - 비글 경영 기사/토론 학술동아리,보동포동 축구동아리 - 비글 경영 기사/토론 학술동아리 - M.A.D 마케팅/광고 학술 동아리 - 타임즈 등 중동외에도 다양한 단대별 동아리가 존재합니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
53,3,RELIGION,DFC부터 연화,사진,이 기사를 공유합니다 베리타스알파=정다빈 기자] 가톨릭,이 기사를 공유합니다 베리타스알파=정다빈 기자] 가톨릭관동대 총동아리 연합회는 캠퍼스 일대에서 다양한 동아리들이 참여한 가운데 특별한 행사를 개최했다고 3일 밝혔다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
54,3,ETC,그동안의,미분류,미분류 활동 동아리,그동안의은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
55,3,ETC,연화와,미분류,미분류 활동 동아리,연화와은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
56,3,RELIGION,가톨릭 성경,종교,한국천주교주교회의,한국천주교주교회의,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
57,3,RELIGION,가톨릭관동대 동아리,종교,종교 활동 동아리,가톨릭관동대 동아리은(는) 종교 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
58,3,RELIGION,가톨릭성가,종교,"의 가사보기, 성가듣기, 악보보기 (혼성악보,단성악보)","의 가사보기, 성가듣기, 악보보기 (혼성악보,단성악보), 성가검색 등의 기능을 제공합니다.",https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
59,4,RELIGION,가톨릭꽃동네대 동아리,종교,종교 활동 동아리,가톨릭꽃동네대 동아리은(는) 종교 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
60,4,RELIGION,꽃동네,종교,가톨릭꽃동네대학교 - KKOT.OR.KR,가톨릭꽃동네대학교 - KKOT.OR.KR,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
61,5,SOCIAL_SERVICE,CMF희년진료봉사회,봉사,봉사 활동 동아리,CMF희년진료봉사회은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
62,5,SOCIAL_SERVICE,성우회,봉사,봉사 활동 동아리,성우회은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
63,5,SOCIAL_SERVICE,성의진료단,봉사,봉사 활동 동아리,성의진료단은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
64,5,SOCIAL_SERVICE,캣홀릭,봉사,봉사 활동 동아리,캣홀릭은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
65,5,SOCIAL_SERVICE,키비탄,봉사,봉사 활동 동아리,키비탄은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
66,5,SOCIAL_SERVICE,학생호스피스연구회,봉사,봉사 활동 동아리,학생호스피스연구회은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
67,5,PERFORMANCE,APC(고전음악),음악,음악 활동 동아리,APC(고전음악)은(는) 음악 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
68,5,PERFORMANCE,메딕스(MEDICS),음악,음악 활동 동아리,메딕스(MEDICS)은(는) 음악 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
69,5,PERFORMANCE,아라스트레(기타),음악,음악 활동 동아리,아라스트레(기타)은(는) 음악 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
70,5,PERFORMANCE,아름이음새,음악,음악 활동 동아리,아름이음새은(는) 음악 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
71,5,PERFORMANCE,예향(오케스트라),음악,음악 활동 동아리,예향(오케스트라)은(는) 음악 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
72,5,PERFORMANCE,합창반,음악,음악 활동 동아리,합창반은(는) 음악 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
73,5,RELIGION,가톨릭학생회,종교,종교 활동 동아리,가톨릭학생회은(는) 종교 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
74,5,RELIGION,기독학생회,종교,종교 활동 동아리,기독학생회은(는) 종교 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
75,5,RELIGION,소피바라,종교,종교 활동 동아리,소피바라은(는) 종교 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
76,5,SPORTS,FC CUNC,체육,체육 활동 동아리,FC CUNC은(는) 체육 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
77,5,SPORTS,검도부,무예,무예 활동 동아리,검도부은(는) 무예 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
78,5,SPORTS,농구반,농구,농구 활동 동아리,농구반은(는) 농구 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
79,5,SPORTS,바스타즈,체육,체육 활동 동아리,바스타즈은(는) 체육 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
80,5,SPORTS,산악부,체육,체육 활동 동아리,산악부은(는) 체육 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
81,5,SPORTS,스키부,체육,체육 활동 동아리,스키부은(는) 체육 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
82,5,SPORTS,야구반,야구,야구 활동 동아리,야구반은(는) 야구 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
83,5,SPORTS,축구반,축구,축구 활동 동아리,축구반은(는) 축구 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
84,5,SPORTS,탁구반,탁구,탁구 활동 동아리,탁구반은(는) 탁구 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
85,5,SPORTS,테니스반,테니스,테니스 활동 동아리,테니스반은(는) 테니스 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
86,5,HOBBY,N-SIS(Nursing Sisters),취미,취미 활동 동아리,N-SIS(Nursing Sisters)은(는) 취미 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
87,5,EXHIBITION_CREATION,미술반,미술,미술 활동 동아리,미술반은(는) 미술 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
88,5,ACADEMIC,방송반(CMBS),방송/언론,방송/언론 활동 동아리,방송반(CMBS)은(는) 방송/언론 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
89,5,EXHIBITION_CREATION,백합반(공예),취미,취미 활동 동아리,백합반(공예)은(는) 취미 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
90,5,EXHIBITION_CREATION,사진반(EYES),사진,사진 활동 동아리,사진반(EYES)은(는) 사진 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
91,5,PERFORMANCE,성의연극회,공연,공연 활동 동아리,성의연극회은(는) 공연 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
92,5,EXHIBITION_CREATION,"소라동인회(시,소설)",문학,문학 활동 동아리,"소라동인회(시,소설)은(는) 문학 활동을 하는 동아리입니다.",https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
93,5,ACADEMIC,COMA,학술,학술 활동 동아리,COMA은(는) 학술 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
94,5,ACADEMIC,성의학생학술연구회,학술,학술 활동 동아리,성의학생학술연구회은(는) 학술 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
95,5,ACADEMIC,영어연구회(ENPALS),어학,어학 활동 동아리,영어연구회(ENPALS)은(는) 어학 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
96,6,ETC,분야,미분류,미분류 활동 동아리,분야은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
97,6,ETC,이 GG에서 ON,미분류,미분류 활동 동아리,이 GG에서 ON은(는) 미분류 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
98,6,SOCIAL_SERVICE,RCY,봉사,봉사 활동 동아리,RCY은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
99,6,SOCIAL_SERVICE,굿네이버스,봉사,연계 동아리이다,연계 동아리이다,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
100,6,SOCIAL_SERVICE,로타랙트,봉사,봉사 활동 동아리,로타랙트은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
101,6,SOCIAL_SERVICE,사랑의손,봉사,봉사 활동 동아리,사랑의손은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
102,6,SOCIAL_SERVICE,신갈로타리클럽에서 후원하는 봉사활동 동아리,봉사,봉사 활동 동아리,신갈로타리클럽에서 후원하는 봉사활동 동아리은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
103,6,SOCIAL_SERVICE,아이소리,봉사,봉사 활동 동아리,아이소리은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
104,6,SOCIAL_SERVICE,연계 동아리이다,봉사,봉사 활동 동아리,연계 동아리이다은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
105,6,SOCIAL_SERVICE,젊은새이웃,봉사,봉사 활동 동아리,젊은새이웃은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
106,6,SOCIAL_SERVICE,청소년 적십자 동아리,봉사,봉사 활동 동아리,청소년 적십자 동아리은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
107,6,SOCIAL_SERVICE,사회복지연구회,미확인,미확인 활동 동아리,사회복지연구회은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
108,6,ETC,한반도,미확인,미확인 활동 동아리,한반도은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
109,6,PERFORMANCE,강좌 및 예술성 고취,미확인,미확인 활동 동아리,강좌 및 예술성 고취은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
110,6,EXHIBITION_CREATION,사진,사진,강좌 및 예술성 고취,강좌 및 예술성 고취,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
111,6,RELIGION,CCC,강남대학교 중앙,강남대학교 중앙,강남대학교 중앙,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
112,6,RELIGION,IVF,미확인,미확인 활동 동아리,IVF은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
113,6,RELIGION,기독교,종교,정신을 향한 전문 찬양동아리,정신을 향한 전문 찬양동아리,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
114,6,RELIGION,에코,미확인,미확인 활동 동아리,에코은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
115,6,RELIGION,예배,와 중보기도,와 중보기도,와 중보기도,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
116,6,RELIGION,예수전도단,미확인,미확인 활동 동아리,예수전도단은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
117,6,RELIGION,와 중보기도,미확인,미확인 활동 동아리,와 중보기도은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
118,6,RELIGION,정신을 향한 전문 찬양동아리,미확인,미확인 활동 동아리,정신을 향한 전문 찬양동아리은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
119,6,SPORTS,BUTTERBEE,미확인,미확인 활동 동아리,BUTTERBEE은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
120,6,SPORTS,K.S.C,미확인,미확인 활동 동아리,K.S.C은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
121,6,SPORTS,SNAP,체육,체육 활동 동아리,SNAP은(는) 체육 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
122,6,SPORTS,농구부,농구,농구 활동 동아리,농구부은(는) 농구 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
123,6,SPORTS,스포츠,스키,스키 활동 동아리,스포츠은(는) 스키 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
124,6,SPORTS,스포츠 마사지를 통한 봉사활동,봉사,봉사 활동 동아리,스포츠 마사지를 통한 봉사활동은(는) 봉사 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
125,6,SPORTS,야구동아리,야구,야구 활동 동아리,야구동아리은(는) 야구 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
126,6,SPORTS,타키온즈,미확인,미확인 활동 동아리,타키온즈은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
127,6,SPORTS,파닥파닥,미확인,미확인 활동 동아리,파닥파닥은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
128,6,SPORTS,햇귀,미확인,미확인 활동 동아리,햇귀은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
129,6,HOBBY,Filos,취미,취미 활동 동아리,Filos은(는) 취미 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
130,6,HOBBY,ON:WE,미확인,미확인 활동 동아리,ON:WE은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
131,6,SPORTS,산악부,미확인,미확인 활동 동아리,산악부은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
132,6,SPORTS,스키,사진,동아리로서 친목도모 및 스키 실력 향상 동아리,"아타락시아 시사만화 연구 Filos 스포츠 스키동아리로서 친목도모 및 스키실력향상 동아리 야외촬영, 정기전시회, 사진강좌 및 예술성 고취 ON:WE 강남대학교 최초의 E-sports 동아리",https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
133,6,EXHIBITION_CREATION,시사만화 창작 동아리,문학,문학 활동 동아리,시사만화 창작 동아리은(는) 문학 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
134,6,PERFORMANCE,아타락시아,문학,문학 활동 동아리,아타락시아은(는) 문학 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
135,6,EXHIBITION_CREATION,"야외촬영, 정기전시회",사진,사진 활동 동아리,"야외촬영, 정기전시회은(는) 사진 활동을 하는 동아리입니다.",https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
136,6,HOBBY,한아름,미확인,미확인 활동 동아리,한아름은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
137,6,ACADEMIC,강남증권투자연구회,미확인,미확인 활동 동아리,강남증권투자연구회은(는) 미확인 활동을 하는 동아리입니다.,https://stage-static.koreatech.in/konect/university/university_logo_sample.webp,미확인
